"","DBN","BN","Printed_Name","TotStudnts","School_Type","LangClass","APCourses","LeaderSupport","Sports","OnlineAP","OnlineLang","School_Type2","neighborhood","postalCode","precinct","school_district","lat","lon","Location","Boro","CouncilDistrict","CensusTract","grad2011","collenroll2011","grad2012","collenroll2012","sprtcode","apcode","langcode","leadcode","onlineapcode","onlinelangcode"
"345","25Q240","Q240","Veritas Academy",NA,"New School","Spanish",NA,"Arista, Ballroom Dance, Chorus, Community Service, Concert and Jazz Bands, Graphic Arts, Handball, Math Society, Prom Committee, Student Government, Youth Development Program, Yearbook","Our school will participate in the sports offered by our campus which include the following: Intramural: Badminton, and Ping-pong.",NA,NA,"New School","Flushing","11,354",109,25,40.764868,-73.826819,"35 01 Union Street
Flushing, NY 11354
(40.764868, -73.826819)","QUEENS   ",20,"1,161",NA,NA,NA,NA,"1","0","1","1","0","0"
"346","25Q241","Q241","Queens High School for Language Studies",NA,"New School","Chinese (Mandarin), Chinese Native Language Arts",NA,"As we expand, we plan to offer peer and teacher tutoring, PM or Saturday school, language labs, chess, Tae Kwon Do, film, music and dance, computer coding, yearbook, newspaper, student government, and other student-proposed activities.","Intramural: Badminton, Ping-pong",NA,NA,"New School","Flushing","11,354",109,25,40.764868,-73.826819,"35 01 Union Street
Flushing, NY 11354
(40.764868, -73.826819)","QUEENS   ",20,"1,161",NA,NA,NA,NA,"1","0","1","1","0","0"
"347","25Q252","Q252","The Queens School of Inquiry","588",NA,"Spanish","Biology, Chemistry, Psychology","Anime, Drama, Early Morning Tutoring, Ivy Society, Math Tutorial, Mathletes, National Honor Society, Peer Mediation, Photography, Robotics; students are encouraged to initiate clubs pertaining to their individual interests, Senior Committee, Silver Chord, Spirit Squad, String Ensemble, Student Government, Studio Art, Yearbook.","Boys Varsity Basketball, Girls Volleyball. Students are encouraged to initiate sports based on their interests.",NA,NA,NA,"Flushing","11,366",107,25,40.7245337,-73.809436,"158 40 76 Road Fresh Meadows
NY 11366
(40.7245337, -73.809436)","QUEENS   ",24,"1,257",NA,NA,91,NA,"1","1","1","1","0","0"
"348","25Q263","Q263","Flushing International High School","421","International School",NA,NA,"Art Club, Before- and after-school Academic Support, Book Club, Drama Club, Digital Video/Photography, IT, Korean Fan Dancing, MultiSquad (Multicultural Student Group), Regents Prep, SAT Prep, Science Challenge, Chess, Creative Writing, Soccer, Guitar, Badminton, Dream Team, Student Government","Boys Soccer",NA,NA,"International School","Flushing","11,355",109,25,40.7603471,-73.8179093,"144 80 Barclay Avenue
Flushing, NY 11355
(40.7603471, -73.8179093)","QUEENS   ",20,"863",58.7,40.7,60.2,42.4,"1","0","0","1","0","0"
"349","25Q281","Q281","East-West School of International Studies","647",NA,"Chinese (Mandarin), Japanese, Korean","English Language and Composition, English Literature and Composition, Environmental Science, Psychology","Advisory, Art, Dance Team, Drama, Model UN, Student Government, Literacy Lab, Senior Institute, Yearbook Club, Team Soccer, Team Basketball, Judo, Korean POP Dance, Photography Club, Key Club, Planet Eco-Green Solutions, Friends of Rachel Club, OST Homework Help, Peer Mediation, Korean Painting, Chinese Erhu, Gay/ Straight Alliance, School Newspaper Club, Partners for Success, Strong Intelligent Sisters, Junior NAACP Club, Dare to Dream Club, Anime, Band Club, Robotics, NYPD Explorers Program, Pre-Med Club, Martial Arts, Hispanic Club, Community Service Opportunities, Summer in Japan, Leadership Trip to Korea, Cultural Studies in China","Judo, Martial Arts, Morning Sports Program, Team Basketball, Team Soccer",NA,NA,NA,"Flushing","11,355",109,25,40.7494299,-73.82141,"46 21 Colden Street
Flushing, NY 11355
(40.7494299, -73.82141)","QUEENS   ",20,"845",84.3,76.7,92.1,74.7,"1","1","1","1","0","0"
"350","25Q285","Q285","World Journalism Preparatory: A College Board School","611",NA,"Latin, Spanish","Chemistry, Economics: Macro, English Language and Composition, English Literature and Composition, Environmental Science, United States History, World History","Broadcast, Competitive Speech and Debate, Drama, Election Connection, Environmental Club, Greek, Friday Jam, Literary Magazine, Model United Nations, Newspaper, Photography, Principal's Advisory, Publications, Readings and Performances, Screenwriting, Spanish, Student Government, Student Newspaper, Town Hall, Videography, Web Design, Yearbook","Our students join Francis Lewis High School athletes to compete in the Public Schools Athletic League (PSAL); Intramural Sports program",NA,"Latin, Spanish",NA,"Flushing","11,358",111,25,40.7648343,-73.7897125,"34 65 192 Street
Flushing, NY 11358
(40.7648343, -73.7897125)","QUEENS   ",19,"1,139",90.3,76.8,90.1,81.9,"1","1","1","1","0","1"
"351","25Q425","Q425","John Bowne High School","3,634",NA,"Chinese, French, Italian, Latin, Spanish","Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, Economics: Macro, Economics: Micro, English Literature and Composition, Government and Politics: United States, Physics C: Electricity and Magnetism, Spanish Language, Statistics, United States History","African Club, Agriculture Publication, Agriculture Sales Team, Anti-Bullying Alliance, Arista, Blood Drive, Cheerleading, Chemistry Olympiad, Chinese, College Visitations, Conflict Resolution, Dance Team, Debate Team, Desi Club, Drama, Envirothon Team, Equine Team, Euro Challenge, Fashion, Floriculture, Foreign Language, Freshman Year Initiative, Future Farmers of America (FFA), Glee Club, Green Team, Holiday Celebrations, In-House Plant Science, Indo-Pak, Intex, Japanese, Journalism, Junior Air Force Reserve Officers' Training Corps Drill Team, Key Club, Leadership Program, Literary Magazines, Livestock Judging Team, Medieval Fair, Mock Trial, Moot Court, Muslim Students Association, Peer Mediation, Regional Bridge Building, School Dance, School Newspaper, Science Olympiad, Small Animal Care, Student Ambassador, Student Animal Science/Plant Science Competitions, Student Union, Talent Show, Winter Carnival, Wrestling, Yearbook","Equestrian Team",NA,NA,NA,"Flushing","11,367",107,25,40.737424,-73.823813,"63 25 Main Street
Flushing, NY 11367
(40.737424, -73.823813)","QUEENS   ",24,"809",66,38.3,65.4,43.1,"1","1","1","1","0","0"
"352","25Q460","Q460","Flushing High School","2,977",NA,"Chinese, French, Spanish","Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, Computer Science AB, Economics: Micro, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language, Government and Politics: Comparative, Government and Politics: United States, Physics B, Spanish Language, Spanish Literature, Statistics, United States History, World History","Arts, Math Team, Glamour Gals Club, Arista, Art, ASPIRA, Attendance Intervention Program, Beginning Vocal, Cartooning, Chinese, Concert Band, Debate Team, Forum School Newspaper, Griffin, Guitar, Honors Chorus, Journalism, Korean Club, Law Team, Leadership Club, Leo's Club, Multicultural Club, Painting and Drawing, Peer Mediation, Play Production, Professional Chorus, Set Design, Sports and Arts High School Today Program, Student Government, TRI-M (Music Honor Society), Wellness Committee, Yearbook","Basketball, Crew, Softball, Table Tennis, Volleyball, Weight Training, Wrestling, Yoga",NA,NA,NA,"Flushing","11,354",109,25,40.764868,-73.826819,"35 01 Union Street
Flushing, NY 11354
(40.764868, -73.826819)","QUEENS   ",20,"1,161",60.4,35.8,59.2,37.1,"1","1","1","1","0","0"
"353","25Q525","Q525","Townsend Harris High School","1,116",NA,"Classical Greek, French, Hebrew, Japanese, Latin, Spanish","Calculus AB, Calculus BC, Economics: Macro, English Literature and Composition, Environmental Science, European History, French Language, Government and Politics: United States, Human Geography, Japanese Language and Culture, Latin: Vergil, Music Theory, Psychology, Spanish Language, Statistics, United States History, World History","American Classic League Honor Awards Society, Archon Student Service Honor Society, Arista National Honor Society, Art Shows, Brain Bee, The Classic School Newspaper, Consultative Council, Crimson and Gold yearbook, Fed Challenge, Festival of Nations, Freshman Grade Leaders, Japanese Honor Society, The Journal of Science Research, Junior Grade Leaders, Math Team, Mock Trial, Model United Nations, Moot Court; Mu Alpha Theta Honor Society, New York City Science & Engineering Fair and Junior Science & Humanities Symposium, NYC & NYS History Day, NYS Science Honor Society, Quantum Cat Literary/science magazine, The Phoenix Literary/art magazine, School Musical, School Play, Science Olympiad Team, Senior Council, SING, Sophomore Grade Leaders, Spring Concert, Student Government; More than 40 clubs including: Amnesty International, Anime, Arabic, Chess, Cinephiles, Creative Writers' Workshop, Dance Dance Revolution (DDR), Drama, Educate to Elevate, Fashion, Free the Children, Glamour Gals, Glee Club, Jewish Culture, Key Club, Knitting, Latin Dance, Muslim Student Association, Photography, Red Cross, SAGES, Scrabble, Seekers, Society for the Preservation of the Earth","Co-ed Baseball, Soccer and Swim Clubs (off-season)",NA,NA,NA,"Flushing","11,367",107,25,40.735017,-73.821339,"149 11 Melbourne Avenue
Flushing, NY 11367
(40.735017, -73.821339)","QUEENS   ",24,"809",100,100,100,100,"1","1","1","1","0","0"
"354","25Q670","Q670","Robert F. Kennedy Community High School","691",NA,"Spanish","Biology, Calculus AB, Calculus BC, English Literature and Composition, Human Geography, Spanish Language, United States History","Book Club, Boys Soccer, Carnival, Christian, College, Cross Country/Track, Film, Garden, Handball, Jewish Student Union, Key Club, Mural Projects, Music, National Honor Society, School Newspaper, Student Government Organization, Talent Show, Video Production, Yearbook","Boys Soccer, Cross Country, Handball, Track",NA,NA,NA,"Kew Gardens Hills","11,366",107,25,40.7252971,-73.8107061,"75 40 Parsons Boulevard Fresh Meadows
NY 11366
(40.7252971, -73.8107061)","QUEENS   ",24,"77,908",74.2,48.7,76.4,65.3,"1","1","1","1","0","0"
"355","26Q415","Q415","Benjamin N. Cardozo High School","3,778",NA,"Chinese (Mandarin), French, German, Spanish","Biology, Calculus AB, Calculus BC, Chemistry, Computer Science A, Economics: Macro, Economics: Micro, English Language and Composition, English Literature and Composition, Environmental Science, Government and Politics: Comparative, Government and Politics: United States, Physics B, Psychology, Spanish Language, Statistics, United States History, World History","Arista, Leaders, Yearbook, The Verdict, American Red Cross, International Key Club, Future Business Leaders of America, Bumblebee, Health Occupation Students, Chamber Orchestra, Jazz Band, Science Olympiad, Science Newsletter, Badminton, Black Student Union, Chess, Chinese Club, Christian Seekers, Community Service, Cricket, Debate, Fitness Team, French Club, Gay-Straight Alliance, Jewish Student Union, Korean Club, Mock Trial, Muslim Students Association, South Asian Culture, Stage Crew, Balloon Twisting Club, Table Tennis, Model UN, Anime, A Cappella, Ukulele Club, Autism Speaks, Teens Against Bullying",NA,NA,NA,NA,"Bayside","11,364",111,26,40.7514705,-73.7553213,"57 00 223Rd Street Oakland Gardens
NY 11364
(40.7514705, -73.7553213)","QUEENS   ",23,"138,501",85.3,71.6,84.1,75.5,"0","1","1","1","0","0"
"356","26Q430","Q430","Francis Lewis High School","4,129",NA,"Chinese, French, Japanese, Korean, Latin, Modern Greek, Spanish","Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, Economics: Macro, English Literature and Composition, Environmental Science, French Language, Government and Politics: United States, Japanese Language and Culture, Physics B, Physics C: Electricity and Magnetism, Physics C: Mechanics, Psychology, Spanish Language, Spanish Literature, Statistics, United States History, World History","Junior Reserve Officers' Training Corp, Conflict Resolution, Peer Mediation & Negotiation, Principal's Consultative Council, National Honor Society, Student Organization, Publications, Math Team, Authentic Science Research, Mock Trial, Debate Team, Moot Court, Yearbook, Winter & Spring Concerts, School Play, SING, Holiday Spectacular, Computer Programming, Newspaper, Drama, Performing Arts, Dance, Marching Band, Concert Choir, Mixed Chorus, Jazz Band, Honors Orchestra; Clubs: Robotics, Acoustic Band, African Heritage, American Red Cross, Anime, ASPCA, Art, ASPIRA, Breakdance, Bridge to Medicine, Book, Caribbean, Cheerleading, Chinese, Christian Solution, Writers, Dance, Desi, Fashion Design, French, Science, Hearts on a String, Hebrew, Hellenic, Henna, Horticulture, International Cuisine, International Voice & Movies, Italian, Japanese, Key, Korean, Korean K-Pop, Cancer Cure, Music, Make-a-Wish, Media Production, Model UN, Movie, Muslim, Nu Gamma Psi, Parkour, Pre-Med, Remedy, Science Olympiad, Science & Technology, Seekers Christian Fellowship, Solitaire-Anti-Bullying, Step Squad, Table Tennis, Tech Crew, Teen Leadership, TVB Cantonese, UNICEF, World Music & Art, World Vision","We have a full program of intramural school sports.",NA,NA,NA,"Fresh Meadows","11,365",111,26,40.741154,-73.7928648,"58 20 Utopia Parkway Fresh Meadows
NY 11365
(40.741154, -73.7928648)","QUEENS   ",20,"1,417",87.5,68,88.8,78.6,"1","1","1","1","0","0"
"357","26Q435","Q435","Martin Van Buren High School","2,239",NA,"French, Spanish","Art History, Biology, Calculus AB, Chemistry, English Literature and Composition, Physics B, United States History","Arista Chapter, Art, Cheerleaders, Computer-Aided Design (CAD), Drama, Drum Line, French, Futura Yearbook, Games, Guitar, Humane Society, Jazz Band, Key Club, Leaders Organization, Lincoln-Douglas Debate Team, Mentoring Program, Mock Trial and Moot Court Law Competition Teams, Multicultural Club, Murals, Musical Theater, Orchestra and Musical Performances, Piano, Poetry, Robotics Academic Team, Scholadecuria, Scholars, Step Team, Student Organization, Tri-M Music Society Chapter, Website Team, World Wrestling Entertainment (WWE), Youth in Action",NA,NA,NA,NA,"Bellerose","11,427",105,26,40.7336309,-73.7391435,"230 17 Hillside Avenue Queens Village
NY 11427
(40.7336309, -73.7391435)","QUEENS   ",23,"1,301",64.3,45.3,55.5,44.5,"0","1","1","1","0","0"
"358","26Q495","Q495","Bayside High School","3,297",NA,"Chinese (Mandarin), Chinese Native Language Arts, French, Japanese, Korean, Latin, Spanish","Art History, Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, Economics: Macro, Economics: Micro, English Language and Composition, English Literature and Composition, Environmental Science, European History, Latin Literature, Physics B, Psychology, Spanish Language, Statistics, Studio Art: Drawing, United States History, World History","Anime, Archon, Arista, Art, Art Show, Bayside for a Good Cause, Big Brothers Big Sisters, Black Student Union, Bowling, Break Dancing, Bridge to Medicine, Chamber Music, Chess, Computer Programming, Crafting, Debate, Drama, Gospel Choir, Green, Health Nuts, History, Jazz Pops, Junior State of America, Key Club, International, Literary Magazine, Math Team, Mock Trial, Model United Nations, Multicultural Clubs (Chinese, Desi, Filipino, French, Greek, Italian, Korean, European and Jewish Culture); Newspaper, Orchestra, Photography, Piano, Poetry Read Aloud, Seekers, Shakespeare Competition, Smiles for Miles, Solo Voice Recital, Senior, Junior, Sophomore and Freshman Councils, Winter and Spring Concerts, Yearbook","Intramurals, Sports Club",NA,NA,NA,"Bayside","11,361",111,26,40.771101,-73.78021,"32 24 Corporal Kennedy Street
Bayside, NY 11361
(40.771101, -73.78021)","QUEENS   ",19,"1,097",86.2,74.5,91.4,73.3,"1","1","1","1","0","0"
"359","26Q566","Q566","Queens High School of Teaching, Liberal Arts and the Sciences","1,227",NA,"Spanish","Biology, United States History","Academic Excellence (ACE) Learning Support, After-school Samuel Field Y Recreation Program, Ambassadors Program, ARISTA, Art, Asian American, Book Club, Books and Bagels, Cheerleading, Chess, Choir, Chorus, Debate Team, Drama, Fashion, Film, Gardening, Habitat for Humanity, Mentoring, Music, National Honor Society, Robotics, Science Olympiad, SOS, STEP, Theater Group, Writing Center, Yoga","Fencing",NA,NA,NA,"Bellerose","11,426",105,26,40.744121,-73.728799,"74 20 Commonwealth Blvd
Bellerose, NY 11426
(40.744121, -73.728799)","QUEENS   ",23,"1,567",88.1,70.2,88.5,69.6,"1","1","1","1","0","0"
"360","27Q260","Q260","Frederick Douglass Academy VI High School","451",NA,"French, Latin, Spanish","English Language and Composition, English Literature and Composition","After-school Program, Book Club, Chess, Chorus, Debate Team, Homework Help, Honor Society, Journalism, Lunch & Learn, Magic, Modeling, PSAT and SAT Prep, Saturday Program, Select Instruments, Step Team, Student Government, Summer Institute, Video, Yearbook","Cross Country, Indoor and Outdoor Track and Field, Boys and Girls Lacrosse Club",NA,NA,NA,"Bayswater","11,691",101,27,40.601532,-73.763979,"8 21 Bay 25 Street
Far Rockaway, NY 11691
(40.601532, -73.763979)","QUEENS   ",31,"100,802",69.5,54.7,69.6,55.2,"1","1","1","1","0","0"
"361","27Q262","Q262","Channel View School for Research","674",NA,"Spanish","English Language and Composition, United States History","Art and Design, Chess, Chorus, Computer, International Youth Leadership Institute, Jazz Band, Marching Band, Media, National Honor Society, Nature Photography, NYC Outward Bound, Peace Club, Recycling, Steel Drum Band, Step, Student Government Organization","Basketball, New York City Road Runners Track Club","Art History, Calculus BC, English Language and Composition, English Literature and Composition, United States History, World History",NA,NA,"Rockaway Park","11,694",100,27,40.585983,-73.825292,"100 00 Beach Channel Drive Rockaway Park
NY 11694
(40.585983, -73.825292)","QUEENS   ",32,"94,201",90.1,70.4,90.9,72.3,"1","1","1","1","1","0"
"362","27Q302","Q302","Queens High School for Information, Research and Technology","313",NA,"Spanish","English Literature and Composition","Male Empowerment Group/Student Organization for Unified Leadership (SOUL), Student Government, Community Service, Conflict Resolution/Peer Mediation, Dance, Mural Club, Choir, Basketball Club, FIRST Tech Challenge Team, FIRST Robotics Team 2895, Peer Mediation and Negotiation, Peer Tutoring","Campus-wide sports",NA,NA,NA,"Bayswater","11,691",101,27,40.601532,-73.763979,"8 21 Bay 25 Street
Far Rockaway, NY 11691
(40.601532, -73.763979)","QUEENS   ",31,"100,802",NA,NA,80.9,NA,"1","1","1","1","0","0"
"363","27Q308","Q308","Robert H. Goddard High School of Communication Arts and Technology","593",NA,"Spanish","Biology, English Literature and Composition, United States History","Arista/National Honor Society, New York Academy of Medicine, Art, Cheerleading, iSQUAD, Journalism, Latin American Student Organization, Soccer, Baseball, Student Government, TV Production, Yearbook","As we expand, we plan to offer additional PSAL Sports such as Boys and Girls Soccer, Volleyball, and Baseball.","Biology, English Literature and Composition, United States History","Spanish",NA,"Ozone Park","11,417",106,27,40.6717971,-73.8449613,"138 30 Lafayette Street Ozone Park
NY 11417
(40.6717971, -73.8449613)","QUEENS   ",32,"58",NA,NA,84.9,NA,"1","1","1","1","1","1"
"364","27Q309","Q309","Academy of Medical Technology: A College Board School","600",NA,"Spanish",NA,"Chess, Chorus, Clinical Research, Dance, Digital Media, Health Occupations Students of America (HOSA), Karate, Math, Mentoring, Science Olympiad, Service Learning Internship Program",NA,NA,NA,NA,"Bayswater","11,691",101,27,40.601532,-73.763979,"8 21 Bay 25 Street
Far Rockaway, NY 11691
(40.601532, -73.763979)","QUEENS   ",31,"100,802",NA,NA,77.8,NA,"0","0","1","1","0","0"
"365","27Q323","Q323","Scholars' Academy","1,176",NA,"Spanish","Art History, Biology, Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Spanish Language","Metropolitan Museum of Art HS Tour Program, Scholars' Shadow Internships, The Music of India; Guitar, The World of Art; Carnegie Hall Cultural Exchange Program, Art & Design, Band, Chorus, College Awareness Student Team (CAST), Dance, Digital Photography, Drama, Drawing, Film Production, Forensics, Independent Art Studio Morning Program, Journalism, Key Club, LEGO Robotics, Mathletes, Mentoring Program, Multicultural, Painting, Peer Tutoring, Percussion, SAT Preparation Courses, School Newspaper, Science, Sculpture, Shakespeare, Spanish, Stage Crew, Step, Student Government, Summer Jobs Program, Tech/MOUSE Squad, Video Editing, Video Production, Video Yearbook, Web Design, Yearbook","Co-ed: Archery, Cross Country; Girls Softball, Cheerleading, Fitness, Step, Wrestling","Psychology, Statistics, United States History","Spanish",NA,"Rockaway Park","11,694",100,27,40.5841141,-73.8257051,"320 Beach 104Th Street Rockaway Park
NY 11694
(40.5841141, -73.8257051)","QUEENS   ",32,"938",100,NA,98.9,97,"1","1","1","1","1","1"
"366","27Q324","Q324","Rockaway Park High School for Environmental Sustainability","291",NA,"Spanish",NA,"Art, Book Club, After-school and Saturday classes (Regents preparation and accelerated classes), Culinary Arts, Fitness, Green Team, Mentoring Program, Morning and After-school classes (Participation and Government, Economics, Criminal Justice, and Environmental Science), Organic Culinary Arts Program, School New Media Team, Student Council, Student Leadership, Tech Squad","Our students join other schools on the Beach Channel Educational Campus for PSAL sports.",NA,NA,NA,"Rockaway Park","11,694",100,27,40.585983,-73.825292,"100 00 Beach Channel Drive Rockaway Park
NY 11694
(40.585983, -73.825292)","QUEENS   ",32,"94,201",NA,NA,NA,NA,"1","0","1","1","0","0"
"367","27Q351","Q351","Rockaway Collegiate High School","231",NA,"Spanish",NA,"Drama, International Youth Leadership, Internships, Music, National Honor Society, Percussion, Step/Dance Team, Student Government, Visual Arts",NA,NA,NA,NA,"Rockaway Park","11,694",100,27,40.585983,-73.825292,"100 00 Beach Channel Drive Rockaway Park
NY 11694
(40.585983, -73.825292)","QUEENS   ",32,"94,201",NA,NA,NA,NA,"0","0","1","1","0","0"
"368","27Q400","Q400","August Martin High School","1,012",NA,"French, Italian, Spanish","Calculus AB, English Literature and Composition, United States History, World History","Mock Trial, Arista-National Honor Society, Art, Chess, Executive Internships, Key Club, Law, Legal Research Society, Lincoln-Douglas Debate Team, Math, Moot Court, Music, Peer Mediation and Conflict Resolution, Thespian Society, Young Men's Leadership, Young Women's Leadership","Baseball, Basketball, Tennis, Track, Football, Soccer",NA,NA,NA,"Jamaica","11,434",113,27,40.673947,-73.782673,"156 10 Baisley Boulevard
Jamaica, NY 11434
(40.673947, -73.782673)","QUEENS   ",28,"294",67,31.4,40.6,29.7,"1","1","1","1","0","0"
"369","27Q475","Q475","Richmond Hill High School","2,336",NA,"Spanish","Biology, Calculus AB, English Literature and Composition, Government and Politics: United States, Spanish Language, Spanish Literature, United States History, World History","Clubs: Law, Anime, Art, Conflict Resolution, Instructional Technology and Key Club; Leadership Program, Mural Painting, National Honor Society (ARISTA), Peer Mediation through the Anti-Defamation League, South Asian Youth Action (SAYA!), Student Government, Travel and Tourism, US Army STARS Program, Cheerleading, Art/Music Fair, After-school Tutoring and Regents Preparation, Mock Trial, Yearbook, Fashion/Talent Show, Beautification Club, Sports Night, Breast Cancer Walk, March of Dimes Walk, Blood Drives, Clothing Drive, Holy Child Food Pantry (Food Drive)","Flag Football through the SAYA! after-school program",NA,NA,NA,"Richmond Hill","11,418",102,27,40.6951872,-73.833439,"89 30 114 Street Richmond Hill
NY 11418
(40.6951872, -73.833439)","QUEENS   ",28,"124",58.6,35.4,60.1,35.4,"1","1","1","1","0","0"
"370","27Q480","Q480","John Adams High School","3,253",NA,"Bengali, Spanish, Spanish Native Language Arts","Biology, Calculus AB, Calculus BC, Chemistry, English Literature and Composition, Environmental Science, Spanish Language, United States History, World History","College Now, Drama Productions, Mock Trial, Police Athletic League (PAL) Neighborhood Cleanup, Robotics, Yearbook, Afro-American Club, Archon, Arista, Artsonia, Asian Club, Callandra, Campus Newspaper, College Summit, Debate, Environmental, Explorers, Film, For Inspiration and Recognition of Science and Technology (FIRST) Robotics, Foreign Language, Health Occupations Students of America (HOSA), Key Club, Liberty Partnership, Math Team, Mock Trial, Model Congress, Model United Nations, Moot Court, Multicultural, National Honor Society, Peer Tutoring, Photo, SAT Prep, Saturday Literacy Center, SAYA!, School Leadership Team, Student Government","Cheerleading, Intramural Sports","Biology, Calculus AB, Calculus BC, Chemistry, English Literature and Composition, Environmental Science, Spanish Language, United States History, World History","French, Spanish",NA,"Ozone Park","11,417",106,27,40.678112,-73.837652,"101 01 Rockaway Boulevard Ozone Park
NY 11417
(40.678112, -73.837652)","QUEENS   ",32,"864",64.1,33,53.6,39.4,"1","1","1","1","1","1"
"371","27Q650","Q650","High School for Construction Trades, Engineering and Architecture","928","CTE School","Spanish","Biology, Calculus AB, English Language and Composition, English Literature and Composition, Statistics, United States History, World History","Better Earth, Anime Manga, Architecture, Art, Chess, Community Service, SkillsUSA, Construction Challenge, Field Trips, Job Shadowing, Internships, Mentors, Music, National Honor Society, Philosophy, Portfolio Development, Robotics, Student Government, Yearbook","Intramural Basketball",NA,NA,"CTE School","Ozone Park","11,416",102,27,40.68918,-73.841461,"94 06 104Th Street Ozone Park
NY 11416
(40.68918, -73.841461)","QUEENS   ",28,"114",97.9,59.3,96.3,82.1,"1","1","1","1","0","0"
"372","28Q167","Q167","Metropolitan Expeditionary Learning School","476",NA,"Chinese (Mandarin), Spanish","Biology, Calculus AB, English Literature and Composition, Government and Politics: United States","Back on Track, Community Service, Crew, ELA support, Health and Fitness, iMovie, Math support, Music, Newspaper, Outdoor Expeditions, Photography, Robotics, Strength and Conditioning, Student Government, Technology, Theatre, Visual Arts, Web Design, Yoga","Soccer, Track",NA,NA,NA,"Forest Hills","11,375",112,28,40.708753,-73.8557999,"91 30 Metropolitan Avenue Forest Hills
NY 11375
(40.708753, -73.8557999)","QUEENS   ",29,"645",NA,NA,NA,NA,"1","1","1","1","0","0"
"373","28Q284","Q284","York Early College Academy","576",NA,"Spanish",NA,"Chess, Art, Culture, Dance, Debate Team, Drama, Journalism, Math, Peer Tutors, Student Government","Girls Step Team",NA,NA,NA,"Jamaica","11,433",103,28,40.69691,-73.7863969,"108 35 167 Street
Jamaica, NY 11433
(40.69691, -73.7863969)","QUEENS   ",27,"258",NA,NA,NA,NA,"1","0","1","1","0","0"
"374","28Q310","Q310","Queens Collegiate: A College Board School","625",NA,"Spanish","Biology, Calculus AB, Chemistry, Economics: Micro, English Language and Composition, English Literature and Composition, Environmental Science, European History, Government and Politics: Comparative, Human Geography, Music Theory, Psychology, Spanish Language, Spanish Literature, United States History","Advisory, After-school Academic Support, Art, Big Brothers Big Sisters program with middle school students, Chorus, Community Volunteer Opportunities, Drama, Fashion, Instrumental, International, Key Club, Keyboard; In conjunction with campus schools we also offer: Muslim Student Association, National Honor Society, Peer Mediation and Conflict Resolution, Peer Tutoring, School Newspaper, Science, Service, Step Team, Student Council, Student Court, Study Groups, Tech Support, Wrestling","Cheerleading","Art History, Biology, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, Computer Science AB, Economics: Macro, French Language, French Literature, German Language, Government and Politics: United States, Latin Literature, Physics B, Statistics, Studio Art: Drawing, World History","Chinese, French, German, Spanish",NA,"Jamaica Hills","11,432",107,28,40.714546,-73.798663,"167 01 Gothic Drive
Jamaica, NY 11432
(40.714546, -73.798663)","QUEENS   ",24,"452",NA,NA,81.3,NA,"1","1","1","1","1","1"
"375","28Q325","Q325","Hillside Arts & Letters Academy","331",NA,NA,NA,"Music, Student Government, Studio Art, Tutoring, Writing; as we expand, we will add clubs based on student interest.","As we expand, we plan to offer select intramural and PSAL sports through collaboration with the schools that share our building",NA,NA,NA,"Jamaica Hills","11,432",107,28,40.714546,-73.798663,"167 01 Gothic Drive
Jamaica, NY 11432
(40.714546, -73.798663)","QUEENS   ",24,"452",NA,NA,NA,NA,"1","0","0","1","0","0"
"376","28Q328","Q328","High School for Community Leadership","271",NA,"French, Spanish","Biology, English Language and Composition, English Literature and Composition","Debate, Student Government, Rock and Jazz Bands, Step Team, Dance, Internships, Service Learning",NA,"French Language, Spanish Language",NA,NA,"Jamaica Hills","11,432",107,28,40.714546,-73.798663,"167 01 Gothic Drive
Jamaica, NY 11432
(40.714546, -73.798663)","QUEENS   ",24,"452",NA,NA,NA,NA,"0","1","1","1","1","0"
"377","28Q350","Q350","Jamaica Gateway to the Sciences","309",NA,"Spanish","Environmental Science, Psychology","Archon, Band, Bhangra, Glee Club, Hilltopper (Award-Winning Newspaper), International Dance, Law Team, National Honor Society, Pathway to Health Sciences, Pre-Medical, Robotics, Step Team, Student Government, Theater","Cheerleading, Weightlifting",NA,NA,NA,"Jamaica Hills","11,432",107,28,40.714546,-73.798663,"167 01 Gothic Drive
Jamaica, NY 11432
(40.714546, -73.798663)","QUEENS   ",24,"452",NA,NA,97.5,NA,"1","1","1","1","0","0"
